title,price,link_item,discount,sales,item_list,category,revenue
Điện thoại bàn Ktel 645 hàng chính hãng,398000,https://tiki.vn/dien-thoai-ban-ktel-645-hang-chinh-hang-p170165701.html?spid=170165703,,54.0,dienthoaiban,dienthoai,21492000.0
Điện thoại bàn treo tường TC990,250000,https://tka.tiki.vn/pixel/pixel?data=DmX_Quf-zsq70yuD2s2phC0B58x5nxHaZeIryAflD1n3XwGf75RXjYxcLeY7Dyttm-32A5SoEDcLzI_LZ4BvEKaMu9EKoaqPB_qh8gACBAsJiK5aCq8sh6ExrETVpbeO8erlpmBwAZPo6weXmyPSi3_Auez0Cxjy8WEtl4MOfGgM94dEDzx7GnEfUfZDb8U6yA_OGKgEUESgz64Y0Ix-NehH-es8Ec7xbw8p9JUxthDx3oH-vItTPDDZQyKf7KKuE-2dDxVw1hQDiyI8TcL16NDW24ksrXQode80eF7ul88ji4STQrSXvMMoEN37Q7BTOVJGnyjX32IKqytnLbPkhrq6Diel9M9ixslpgiQ2QYXoutlwlG5ELdIgBWcZxHNgUd5pj2k15Zfc1k-Yy0O2_HPC2PJkcyfS2YjUodgtDyn9SF71cXlz5m7s76Hbn_yNSOabqRfC9upIrR3KBupKoWYNk33aALylJ_0eASn1ie7GXCF9a-mzFMgPIn7NjbYIMyLR1_IOVAVMOFPQvdwz2P7Ga6WgNqq43M7tkpKERmwmnd6jqouUc5Jsha6VWa6myH-Vm4io3yCY8nbn9LdiBlV-Jkgm607EYa-_GJz7jFwNEXJ-9MtKyf3k_ZkG8ZoGIT-QqtXoKCzW9tfYHl4JQ3tGUXfX5C1J7mZHvxnn9iSbZ11QlLv1QOQEs8TwI8_YUmVP1_gFQORn-rT5RX0vTjiRKTAVqbU4YGf78QqOD8oJvzOySbyiWLCd6oi65CMvWySMC-_5ZsUEsa_9fj3RJa-2N126qJxtckL1bTug5VrDSB0CcFBPrqv71abHaA4GJTo2wHQPXIZJTzXrj_kNSPyaeqVU2XHnLQEVjE1PIyBtHyYYVP6VszmnvEP2dZjzN-bx6UQrsdw6Z-hXoyNm3c6GZjz8IpY0XFXrzMmOQksfZcgwerRKWSDBSuHlNwJzsQcY21UcXQSPWgRP9yLxTTUBclBWrUQKBS_hVrU2ZhsheuCrRgOtihixihtOPbtJzt68NzsGxx32RAY3mbW0dGcTqp23Ku-GAZ1PGsGmoWXbbuw-lszMrF4fyw&reqid=dKrBzq6GvwkZUlHn&type=CLICK&pos=41,-2%,21.0,dienthoaiban,dienthoai,5250000.0
Điện thoại bàn Panasonic KX-TS500MX-hàng chính hãng,300000,https://tka.tiki.vn/pixel/pixel?data=89IOpo87GOOiBb29FhCcfwFlNJ8yR2yG8lhTGSbSWjidzK30S825Uevp_UA6Fob3U529fj_LkRn_uu13u6YtOkP8DsKryZxCqBhyVcMlVd-gDN0e6lSlzVvjCvrGiZx1yDG--nW88UjpbBJ2iyguXYJ3xmQRaI33s9Kni66c2axVHtm7xdDAHtCY2Z8b1urhcIqWSAFU8mCy7MsjwIGZFpurpSuaoz5X6ldR7PqG7GSXyRayM2wmdZfM8TgOaKZt7SoRBzO8Or2lrz18T9ZWJ-ZUAdfGU6S_-YigNOmbdZzSTB_IqJQDywgYBQQzruijSmIzl8WZG7QKwr2R7kDVYwzGW6s2dlxCbAvwBIs243L5GvcMHcKa7yKaF-cqZmkZQ_p4WSTJgqMZ3kjkcnKQb--uC6F2n3p_OkuJRQhNUEWF2XkmAz9UZiknO0stM7wwC48eNKeWw0gFf79hfRcUhnkIAe8Km3CK-O2X9uMqgdKQVmXbZg9psi9RWpRdLgLtUf9iDPSN3BEqaY6wceDdGQ6V2KU0nZ_m5Xlpu3slgoA_x87E8ApIlzDgHS7OTRmYKeftP-2ppNiz8tXPKdF3q72GwssGMITBmJDX5kNNsUOwfgwBNu7U843cIOLw8Z2xr7_xj3-v7W_6LFho9Gdu_xB3vlEsabj_sjgoq6mj3p3obvJNugWphrGLaX6z3Nj4X4rLUVq_rYP6HKQBF8CfVK2BijOeU_zF7eWh-9GGTDshxh2Ak3vuiAz-7B5UVAuhAMFlseX6v5FLr3x07Kr5C5RYnWCS9ddqDX68qFCK6nxcwt05nQvnkYLu-dwHpOSKBQumtWNyv7iMPRMX0dmNvAkq_seTYjfuHdxlUXSSjjoCT8AWeJQKkaGEjpKJz-oLc7diQ9C4xuY1hD-NXaoIMHdLq197bQ1mg5pLxsG6ZbcklrOTdKS1W5W3OJSaA8BE1HQItuOMmEeLJ5EZ1BOiPAyRlNKNMYYH5NCJB5b-sfQI8JSxOfnvSmBFkb6SG1Fz6aOVaeoRxyeEc1iSDkB3bkt6RyRPx2Q7ak2olmpVsp8r&reqid=dKrBzq6GvwkZUlHn&type=CLICK&pos=42,,821.0,dienthoaiban,dienthoai,246300000.0
Điện thoại bàn Panasonic KX-TSC11 hàng chính hãng,588000,https://tka.tiki.vn/pixel/pixel?data=9AP0d6llo_OAYoeJU22sIujeQgXFJpIkaSncRStbHbsjGERnwLPdcLNJUcm4ViX6qq9wW5GbqeUTpu3K5G2Vu__sRgzpuITn_CyAZ6N2rLNfHE3vSwTUPxBtilOcgoJEWfuzTxgccZAZmyQrTHom-YIzSpIIcKYek7lAsjqpgANU_mK7tpJwFTUg278SqbMDWWujM3xZJc470SRZm9N6RXO5szJVDO-GvsMZASFqVshAS9vvIMbD8Sc2Bzrvkj6Mni3BqTLItBa-diX9NrPX3CD5AMCuxqmD4P1UtU4iv9JRan-_hvTPqSvJ26eKSOmCd3tX6o4XfeD5aBfAMHTGRwKtekmYP2p8vikpmtHnV8-ov89S8WWzLu1fCu0JjXXt56AIIDIU3AldtyP0GxwrxaWORL113YWk2E82lA6EKRdPv9tu_BT_1mECdaZd7pSXrVldJxZy6wC4S_qfDOdOnGnmk-kfmARU8pFvz4tO5vdXdg-N0lidGqXkPaW0x15XxAFsd4Yavw6qS8QLEWmVIWZM3oHSlRv31ZcRN-qCNiQEKs5sYDEgfd4ZAyXOueG5_voiF3yVfsOz_ys_EsRZDB3kKQSSibPhtmKDMgQ8n6CnRmqij6u-j07IPVGJlrzNeMTEYhNA6p3d33hWGYN2DXnFzu7qQHDTXdOIvDnsidsTZ_9hTlkzRUEudS4_1PI-4l98F0LV8ya0G0yGssvTYgUVGSvMqK-To5bxsc9XmPl6rfvM87_83kVyrxskT0koL5A06kdx_4Yrt0le5rKoEUXOlRcTHYQ4ahFYgfoS-6uqwcJafBNhoeT0oMBkUK1HuMHddDrN1_kj9_t-hME-eISPZCKhDAH_KuRPLJHLNY0UzTvuPkZCcK3xRKdqiV9ql90LEg3QdSFU3hvKr-l8ya1qqYepjwbnNzDEgHz-fTRer_IbZW1Ydnl5GoagP_xE2zvztNQ3ftP-U7aQwjwTk7-GEFjR5NRgGa55bOImpnRkqzNEP4UWhgb5uMaxROlXtRj_uZqEp6bdlQa8hRWkHEiwt6Dfk3pFy6vYXKMp4Uvpbwc56VmSr5WU5GM&reqid=dKrBzq6GvwkZUlHn&type=CLICK&pos=43,,143.0,dienthoaiban,dienthoai,84084000.0
"Điện thoại để bàn tân cổ điển phím quay cao cấp DT14, Lắp sim di động, nghe gọi rất tốt",4200000,https://tiki.vn/dien-thoai-de-ban-tan-co-dien-phim-quay-cao-cap-dt14-p263076992.html?spid=72217401,,4.0,dienthoaiban,dienthoai,16800000.0
Điện thoại bàn màu đỏ KXT438,215000,https://tiki.vn/die-n-thoa-i-ba-n-ma-u-do-kxt438-p55197731.html?spid=55197732,,50.0,dienthoaiban,dienthoai,10750000.0
Điện Thoại Bàn Panasonic KX-TSC11,639000,https://tiki.vn/dien-thoai-ban-panasonic-kx-tsc11-hang-chinh-hang-p4048581.html?spid=26683926,,64.0,dienthoaiban,dienthoai,40896000.0
Điện thoại để bàn Panasonic KX-TS880 hàng chính hãng,1250000,https://tiki.vn/dien-thoai-de-ban-panasonic-kx-ts880-hang-chinh-hang-p16521748.html?spid=43336431,,3.0,dienthoaiban,dienthoai,3750000.0
Điện thoại bàn Panasonic KX-TS580 hàng chính hãng,999000,https://tiki.vn/dien-thoai-ban-panasonic-kx-ts580-hang-chinh-hang-p170727305.html?spid=185711237,,1.0,dienthoaiban,dienthoai,999000.0
ĐIỆN THOẠI CỐ ĐỊNH PANASONIC KX-TS580MX,940000,https://tiki.vn/dien-thoai-co-dinh-panasonic-kx-ts580mx-hang-chinh-hang-p11415485.html?spid=53635663,,28.0,dienthoaiban,dienthoai,26320000.0
