,title,price,link_item,discount,sales,category,Unnamed: 0,revenue
601,Máy Lọc Nước Nóng Lạnh Mini Rất Tiện Dụng,585000,https://tiki.vn/may-loc-nuoc-nong-lanh-mini-rat-tien-dung-p252678794.html?spid=252678795,,3.0,thietbigiadinh,29.0,1755000.0
602,Bộ lọc nước thô đầu nguồn 3 cấp lọc 10 inch by Scitech - Hàng chính hãng,590000,https://tiki.vn/bo-loc-nuoc-tho-dau-nguon-3-cap-loc-10-inch-by-scitech-hang-chinh-hang-p116875360.html?spid=116875362,,43.0,thietbigiadinh,31.0,25370000.0
603,Bộ 2 chổi quét góc - Phụ kiện Robot hút bụi lau nhà Liectroux C30B - Hàng chính hãng,150000,https://tiki.vn/bo-2-choi-quet-goc-phu-kien-robot-hut-bui-lau-nha-liectroux-c30b-hang-chinh-hang-p81438823.html?spid=95922708,,18.0,thietbigiadinh,32.0,2700000.0
604,MÁY THỔI VÀ HÚT BỤI PHÒNG NÉT SD9020- HÀNG NHẬP KHẨU,198100,https://tiki.vn/may-thoi-va-hut-bui-phong-net-sd9020-hang-nhap-khau-p46476944.html?spid=107868152,,33.0,thietbigiadinh,33.0,6537300.0
605,Quạt tích điện pin sạc gấp gọn SUPERGREEN,54976,https://tiki.vn/quat-tich-dien-pin-sac-gap-gon-supergreen-p116724602.html?spid=254124763,,3.0,thietbigiadinh,34.0,164928.0
606,Quạt Đứng Panasonic F-409KBE - Hàng nhập khẩu,2739000,https://tiki.vn/quat-dung-panasonic-f-409kbe-hang-nhap-khau-p21403520.html?spid=44774483,,87.0,thietbigiadinh,36.0,238293000.0
607,"Máy hút bụi cầm tay mini không dây đa năng Vacuum Cleaner, máy hút bụi ô tô, giường nệm, máy hút lông chó mèo 120W 9000Pa LT-008",89000,https://tiki.vn/may-hut-bui-cam-tay-mini-khong-day-da-nang-vacuum-cleaner-may-hut-bui-o-to-giuong-nem-may-hut-long-cho-meo-120w-9000pa-lt-008-p263355062.html?spid=263355064,,5.0,thietbigiadinh,37.0,445000.0
608,Máy Hút Bụi Giường Đệm Nệm UNIQ Fresh F12 Không Dây Đèn UV Diệt Sạch Vi Khuẩn Ga Sofa Lông Cao Cấp Cầm Tay Mini Đa năng - Hàng chính hãng,1320000,https://tiki.vn/may-hut-bui-giuong-dem-nem-uniq-fresh-f12-khong-day-den-uv-diet-sach-vi-khuan-ga-sofa-long-cao-cap-cam-tay-mini-da-nang-hang-chinh-hang-p220824752.html?spid=244133681,,105.0,thietbigiadinh,38.0,138600000.0
609,Máy sấy tóc Panasonic EH-NE81-K645 - tạo ion dòng Ionity - Công suất 2500W - Hàng chính hãng - Đen,1329000,https://tiki.vn/may-say-toc-panasonic-eh-ne81-k645-tao-ion-dong-ionity-cong-suat-2500w-hang-chinh-hang-p44467818.html?spid=44467834,,56.0,thietbigiadinh,39.0,74424000.0
610,Máy cạo râu Xiaomi Mijia S300 - Hàng Nhập Khẩu,383000,https://tiki.vn/may-cao-rau-xiaomi-mijia-s300-hang-nhap-khau-p102572188.html?spid=102572191,-8%,40.0,thietbigiadinh,0.0,15320000.0
611,Máy Sưởi Điện Thông Minh Xiaomi Smartmi Convector Heater 1S (Smart version) - Hàng Nhập Khẩu,2109000,https://tiki.vn/may-suoi-dien-thong-minh-xiaomi-smartmi-convector-heater-1s-smart-version-hang-nhap-khau-p72688037.html?spid=72688038,-15%,38.0,thietbigiadinh,1.0,80142000.0
612,Máy sấy tóc Philips BHC015/00 - Chăm sóc tóc dễ dàng,388000,https://tiki.vn/may-say-toc-philips-bhc015-00-cham-soc-toc-de-dang-p187414027.html?spid=187414029,-44%,13.0,thietbigiadinh,2.0,5044000.0
613,"Máy lọc nước Nano Geyser RO ECO, Công nghệ lọc nước tinh khiết RO - Hàng Chính Hãng",2187000,https://tiki.vn/may-loc-nuoc-nano-geyser-ro-eco-8-cong-nghe-loc-ro-hang-chinh-hang-p175415489.html?spid=175415521,-18%,13.0,thietbigiadinh,3.0,28431000.0
614,"Máy Uốn, Duỗi Và Tạo Kiểu Tóc Panasonic EH-HT40-K645 - Hàng Chính Hãng",979000,https://tiki.vn/may-uon-duoi-va-tao-kieu-toc-panasonic-eh-ht40-k645-hang-chinh-hang-p44327908.html?spid=192324206,-46%,23.0,thietbigiadinh,5.0,22517000.0
615,Bàn ủi hơi nước cầm tay PHILIPS DST3040/70 2600W - Hàng Chính Hãng,1069000,https://tiki.vn/ban-ui-hoi-nuoc-cam-tay-philips-dst3040-70-2600w-hang-chinh-hang-p147352661.html?spid=194024064,-51%,5.0,thietbigiadinh,6.0,5345000.0
616,Quạt Đảo Trần ASIAvina X16002,725000,https://tiki.vn/quat-dao-tran-asiavina-x16002-hang-chinh-hang-p33793447.html?spid=72098282,-23%,25.0,thietbigiadinh,7.0,18125000.0
617,Máy Hút Bụi Cầm Tay Dyson V15 Detect Absolute HEPA - Hàng chính hãng,23950000,https://tiki.vn/may-hut-bui-dyson-v15-detect-absolute-hang-chinh-hang-p179509143.html?spid=179509144,-49%,6.0,thietbigiadinh,8.0,143700000.0
618,Sưởi Halogen Kiểu Quạt Tiross TS-929 - Hàng chính hãng,1079000,https://tiki.vn/suoi-halogen-kieu-quat-tiross-ts-929-hang-chinh-hang-p572285.html?spid=68409862,-1%,2.0,thietbigiadinh,11.0,2158000.0
619,Máy Lọc Nước Trực Tiếp 7 Cấp Độ Lọc Eurolife EL-UF7 - Hàng Chính Hãng,1407000,https://tiki.vn/may-loc-nuoc-truc-tiep-7-cap-do-loc-eurolife-el-uf7-hang-chinh-hang-p68692800.html?spid=95228440,-10%,4.0,thietbigiadinh,13.0,5628000.0
620,"Máy cạo râu Kemei KM-1102 lưỡi kép chuyên dụng cạo tỉa râu, cạo đầu, fade tóc có đ��u tỉa phụ dùng để tỉa tóc mai, ria mép có túi đựng tiện lợi mang đi, máy sử dụng pin sạc",299000,https://tiki.vn/may-cao-rau-kemei-km-1102-luoi-kep-chuyen-dung-cao-tia-rau-cao-dau-fade-toc-co-d-u-tia-phu-dung-de-tia-toc-mai-ria-mep-co-tui-dung-tien-loi-mang-di-may-su-dung-pin-sac-p82231159.html?spid=82231160,,23.0,thietbigiadinh,14.0,6877000.0
621,"Máy Lọc Không Khí Mini Tạo Ion Âm - Khử Mùi Thu ốc Lá Trong Ôtô, Khử Mùi Nhà Vệ Sinh, Mùi Nấu Bếp Với Công Nghệ Lọc Hepa",229000,https://tiki.vn/may-loc-khong-khi-mini-tao-ion-am-khu-mui-thu-oc-la-trong-oto-khu-mui-nha-ve-sinh-mui-nau-bep-voi-cong-nghe-loc-hepa-p161974260.html?spid=161974261,,6.0,thietbigiadinh,15.0,1374000.0
622,Lõi Lọc Diệt Khuẩn Cho Máy Lọc Không Khí Xiaomi - Hàng Chính Hãng,590000,https://tiki.vn/loi-loc-diet-khuan-cho-may-loc-khong-khi-xiaomi-hang-chinh-hang-p130083414.html?spid=188203770,,6.0,thietbigiadinh,16.0,3540000.0
623,Bàn ủi hơi nước cầm tay dạng đứng Tefal QT1510E0 - Hàng Chính Hãng,4100000,https://tiki.vn/ban-ui-hoi-nuoc-cam-tay-dang-dung-tefal-qt1510e0-hang-chinh-hang-p201518183.html?spid=249010304,,1.0,thietbigiadinh,18.0,4100000.0
624,"Máy cạo râu nam mini, dao cạo râu điện sạc pin cầm tay nhỏ gọn có thể sạc lại usb tiện lợi",50000,https://tiki.vn/may-cao-rau-nam-mini-dao-cao-rau-dien-sac-pin-cam-tay-nho-gon-co-the-sac-lai-usb-tien-loi-p183355874.html?spid=183355878,,170.0,thietbigiadinh,19.0,8500000.0
625,Quạt Kẹp Bàn Mini Tích Điện Siêu Mát Không Ồn Xoay 720 Độ Pin Trâu 2500mAh Có Chân Kẹp Bàn Kẹp Xe Đẩy Tiện Lợi Quạt Kẹp Xe Đẩy Cho Bé Điều Hòa Để Bàn Làm Mát Công Suất Lớn 3 Chế Độ Gió,518000,https://tiki.vn/quat-kep-ban-mini-tich-dien-sieu-mat-khong-on-xoay-720-do-pin-trau-2500mah-co-chan-kep-ban-kep-xe-day-tien-loi-quat-kep-xe-day-cho-be-dieu-hoa-de-ban-lam-mat-cong-suat-lon-3-che-do-gio-p263486115.html?spid=263486117,,115.0,thietbigiadinh,20.0,59570000.0
626,Lược Điện Ion Âm BUMAS H10 - Máy Duỗi Tóc Phủ Protein Kích Thích Mọc Tóc - Chăm Sóc Tóc Mềm Mượt - Hàng Chính Hãng,726000,https://tiki.vn/luoc-dien-ion-am-bumas-h10-may-duoi-toc-phu-protein-kich-thich-moc-toc-cham-soc-toc-mem-muot-hang-chinh-hang-p272285274.html?spid=272285275,,3.0,thietbigiadinh,21.0,2178000.0
627,"Gioăng – ron các loại ly lọc, cốc lọc và cốc vỏ màng- Hàng chính hãng",12000,https://tiki.vn/gioang-ron-cac-loai-ly-loc-coc-loc-va-coc-vo-mang-hang-chinh-hang-p44157951.html?spid=44157953,,153.0,thietbigiadinh,22.0,1836000.0
628,Quạt đứng 7 cánh 65W SENKO DR1608 - Có REMOTE điều khiển - Hàng chính hãng,835000,https://tiki.vn/quat-dung-7-canh-65w-senko-dr1608-co-remote-dieu-khien-hang-chinh-hang-p217510851.html?spid=217510853,,5.0,thietbigiadinh,23.0,4175000.0
629,"Máy duỗi tóc, uốn tóc, dập xù đa năng 3in1 5 mức điều chỉnh nhiệt KM-3304",349000,https://tiki.vn/may-duoi-toc-uon-toc-dap-xu-da-nang-3in1-5-muc-dieu-chinh-nhiet-km-3304-p41612003.html?spid=91625199,,61.0,thietbigiadinh,24.0,21289000.0
630,Tông đơ cắt tóc sạc điện máy cắt tóc tiện dụng Jichen JC01,135000,https://tiki.vn/tong-do-ca-t-to-c-sa-c-die-n-may-cat-toc-tie-n-du-ng-jichen-jc01-p41612026.html?spid=51950700,,346.0,thietbigiadinh,26.0,46710000.0
631,Quạt Đứng Thân Sắt Senko DTS1609 - Màu ngẫu nhiên - Hàng Chính Hãng,510000,https://tiki.vn/quat-dung-than-sat-senko-dts1609-mau-ngau-nhien-hang-chinh-hang-p78488438.html?spid=152784084,,70.0,thietbigiadinh,27.0,35700000.0
632,Quạt Treo Tường Có Remote Panasonic F409M (B/G) -Hàng Chính Hãng,1890000,https://tiki.vn/quat-treo-tuong-co-remote-panasonic-f409m-b-g-hang-chinh-hang-p247019523.html?spid=247019526,,19.0,thietbigiadinh,28.0,35910000.0
633,Combo 3 lõi lọc thô 123 + 1 màng RO Karofi - Hàng chính hãng,465450,https://tiki.vn/combo-3-loi-loc-tho-123-1-mang-ro-karofi-hang-chinh-hang-p103914497.html?spid=104256852,,61.0,thietbigiadinh,29.0,28392450.0
634,Lõi lọc Sediment Yakyo (lõi lọc thô) - hàng chính hãng,160000,https://tiki.vn/loi-loc-sediment-yakyo-loi-loc-tho-hang-chinh-hang-p53764248.html?spid=53764249,,30.0,thietbigiadinh,31.0,4800000.0
635,Dụng cụ bắn tẩy vết bẩn trên vải,520000,https://tiki.vn/dung-cu-ban-tay-vet-ban-tren-vai-p253268267.html?spid=253268268,,2.0,thietbigiadinh,32.0,1040000.0
636,Máy Vắt Sổ Brother 2104D - Trắng - Hàng chính hãng,7899000,https://tiki.vn/may-vat-so-brother-2104d-trang-hang-chinh-hang-p506949.html?spid=15315795,,29.0,thietbigiadinh,33.0,229071000.0
637,Lõi lọc cho máy lọc nước Pure 258 NUVO,200000,https://tiki.vn/loi-loc-cho-may-loc-nuoc-pure-258-nuvo-p32371308.html?spid=32371309,,165.0,thietbigiadinh,34.0,33000000.0
638,"Màng lọc cặn Phụ kiện thay thế của máy lọc nước Pureit Excella, Hàng chính hãng",55800,https://tiki.vn/mang-loc-can-phu-kien-thay-the-cua-may-loc-nuoc-pureit-excella-hang-chinh-hang-p160691745.html?spid=160691746,,69.0,thietbigiadinh,36.0,3850200.0
639,"Quạt Điều Hòa Mini Để Bàn, Quạt Hơi Nước Làm Mát Mùa Hè- Tiện Lợi - Hàng Chính Hãng MINIIN",171000,https://tiki.vn/quat-dieu-hoa-mini-de-ban-quat-hoi-nuoc-lam-mat-mua-he-tien-loi-hang-chinh-hang-miniin-p130159955.html?spid=130159956,,86.0,thietbigiadinh,37.0,14706000.0
640,Máy Hút Bụi Cầm Tay Xiaomi DEM DX700【Công nghệ Pro Cyclone 】- Hàng Nhập Khẩu,890000,https://tiki.vn/hang-nhap-khau-may-hut-bui-cam-tay-xiaomi-deerma-dx700-cong-nghe-pro-cyclone-p242645219.html?spid=242645223,,3.0,thietbigiadinh,38.0,2670000.0
641,Máy Sấy Tóc 2 chiều nóng lạnh A8868,279000,https://tiki.vn/may-say-toc-2-chieu-nong-lanh-a8868-p31919393.html?spid=71498789,,162.0,thietbigiadinh,39.0,45198000.0
642,Lõi lọc nước Kangaroo số 4 – Màng lọc RO Hàng Chính Hãng,420000,https://tiki.vn/loi-loc-nuoc-kangaroo-so-4-mang-loc-ro-hang-chinh-hang-p179693788.html?spid=195767249,-46%,14.0,thietbigiadinh,0.0,5880000.0
643,"Quạt để bàn tai thỏ có đèn led, nhỏ gọn kích thước 12.6x12.6x5.1cm - màu sắc giao ngẫu nhiên",133025,https://tiki.vn/quat-de-ban-tai-tho-co-den-led-nho-gon-kich-thuoc-12-6x12-6x5-1cm-mau-sac-giao-ngau-nhien-p57040951.html?spid=90528463,-38%,48.0,thietbigiadinh,1.0,6385200.0
644,Nguồn máy lọc nước 24V 1.5A - Hàng Chính Hãng,150000,https://tiki.vn/nguon-may-loc-nuoc-adapter-may-loc-nuoc-24v-1-5a-hang-chinh-hang-p189466182.html?spid=189466183,-32%,27.0,thietbigiadinh,2.0,4050000.0
645,"Máy Hút Bụi Giường Nệm, Sofa, Chăn Mền, Xe Hơi (không dây) - Hàng Chính Hãng",1840000,https://tiki.vn/may-hut-bui-giuong-nem-sofa-chan-men-xe-hoi-khong-day-hang-chinh-hang-p49823841.html?spid=86948526,-22%,3.0,thietbigiadinh,3.0,5520000.0
646,"Máy hút bụi giường nệm cầm tay Lebenlang LBL1369, công suất 300W, dung tích 250ml, diệt khuẩn bằng tia UV - hàng chính hãng",969000,https://tiki.vn/may-hut-bui-giuong-nem-cam-tay-lebenlang-lbl1369-cong-suat-300w-dung-tich-250ml-diet-khuan-bang-tia-uv-hang-chinh-hang-p273058092.html?spid=273058094,,1.0,thietbigiadinh,5.0,969000.0
647,Phụ Kiện Robot Hút Bụi Lau Nhà ECOVACS DEEBOT T20 OMNI Chính Hãng - Hàng Nhập Khẩu,370000,https://tiki.vn/phu-kien-robot-hut-bui-lau-nha-ecovacs-deebot-t20-omni-chinh-hang-hang-nhap-khau-p271366543.html?spid=271366545,-49%,12.0,thietbigiadinh,6.0,4440000.0
648,QUẠT SẠC TÍCH ĐIỆN ĐỂ BÀN DP-7625 NHẬP KHẨU,188899,https://tiki.vn/quat-sac-tich-dien-de-ban-dp-7625-p174434340.html?spid=177631902,-5%,5.0,thietbigiadinh,7.0,944495.0
649,Cút T nối nhanh 3 đầu phi 6 máy lọc nước,7800,https://tiki.vn/cut-t-noi-nhanh-3-dau-phi-6-may-loc-nuoc-p161397643.html?spid=162592117,-18%,21.0,thietbigiadinh,8.0,163800.0
650,Máy Sưởi Chân - Túi Sưởi Chân - Cute Phô Mai Que - Sưởi Ấm 360° Nhiệt độ 40 - 60° Công Suất 20W Giao màu ngẫu nhiên.,229000,https://tiki.vn/may-suoi-chan-tui-suoi-chan-cute-pho-mai-que-suoi-am-360-nhiet-do-40-60-cong-suat-20w-giao-mau-ngau-nhien-p74486233.html?spid=74486234,-16%,43.0,thietbigiadinh,10.0,9847000.0
651,Máy hút bụi gia đình 3 chức năng 11.5L Stanley SL19136 (1100W – 1.5HP) - Hàng chính hãng,1469000,https://tiki.vn/may-hut-bui-gia-dinh-3-chuc-nang-11-5l-stanley-sl19136-1100w-1-5hp-hang-chinh-hang-p249016919.html?spid=249016920,,2.0,thietbigiadinh,11.0,2938000.0
652,Máy sấy tóc 2 chiều GAABOR GHD-N700A ánh sáng xanh 3 mức gió cao cấp - Hàng chính hãng,133000,https://tiki.vn/may-say-toc-2-chieu-gaabor-ghd-n700a-gap-gon-cao-cap-hang-chinh-hang-p186105267.html?spid=186105268,-13%,62.0,thietbigiadinh,13.0,8246000.0
653,"Combo 3 lõi lọc nước Karofi 1,2,3 dùng cho máy S-S038 - Hàng chính hãng",155000,https://tiki.vn/combo-3-loi-loc-nuoc-karofi-1-2-3-dung-cho-may-s-s038-hang-chinh-hang-p146097554.html?spid=162593211,-32%,47.0,thietbigiadinh,14.0,7285000.0
654,"Màng lọc hepa Sharp KC50, D50, E50, F50, H50, G50, J50, D40, E40, F40, H40, G40 .Màng lọc không khí, màng carbon giá rẻ. Hàng nhập khẩu",120000,https://tiki.vn/mang-loc-hepa-sharp-kc50-d50-e50-f50-h50-g50-j50-d40-e40-f40-h40-g40-mang-loc-khong-khi-mang-carbon-gia-re-hang-nhap-khau-p214144676.html?spid=214144682,-28%,6.0,thietbigiadinh,15.0,720000.0
655,Bàn ủi hơi nước cầm tay SAMONO SW-GSG120 thiết kế gấp gọn - khử trùng - công suất lớn 3in1 - Hàng chính hãng,409000,https://tiki.vn/ban-ui-hoi-nuoc-cam-tay-samono-sw-gsg120-thiet-ke-gap-gon-khu-trung-cong-suat-lon-3in1-hang-chinh-hang-p178515083.html?spid=178515085,,60.0,thietbigiadinh,18.0,24540000.0
656,"Combo 4 lõi lọc ( Bộ lọc thô số 1,2,3 + lõi số 1) cho máy lọc nước KANGAROO hàng chính hãng",121000,https://tiki.vn/combo-4-loi-loc-bo-loc-tho-so-1-2-3-loi-so-1-cho-may-loc-nuoc-kangaroo-hang-chinh-hang-p215890763.html?spid=247239379,,61.0,thietbigiadinh,19.0,7381000.0
657,Lưỡi thay thế cho máy cạo râu Mijia S100 MSX201,119000,https://tiki.vn/luoi-thay-the-cho-may-cao-rau-mijia-s100-msx201-p253218959.html?spid=253218963,,1.0,thietbigiadinh,20.0,119000.0
658,Quạt Đứng Có Đèn Senko DD1602 Bào Hành động cơ 1 năm (Hàng Chính Hãng),560000,https://tiki.vn/quat-dung-co-den-senko-dd1602-bao-hanh-dong-co-1-nam-hang-chinh-hang-p50678599.html?spid=179952706,,2.0,thietbigiadinh,21.0,1120000.0
659,QUẠT SÀN CÔNG NGHIỆP HALI SN186C- 80W- CÁNH 450mm - BẢO HÀNH 1 NĂM - Hàng chính hãng,630000,https://tiki.vn/quat-san-cong-nghiep-hali-sn186c-80w-canh-450mm-bao-hanh-1-nam-hang-chinh-hang-p109452393.html?spid=174318581,,97.0,thietbigiadinh,22.0,61110000.0
660,"Máy hút bụi cầm tay Electrolux 14.4V ErgoRapido ZB6214IGM, Hiệu suất hút mạnh mẽ, thời gian hoạt động dài [Hàng chính hãng]",1790000,https://tiki.vn/may-hut-bui-cam-tay-electrolux-14-4v-ergorapido-zb6214igm-hieu-suat-hut-manh-me-thoi-gian-hoat-dong-dai-hang-chinh-hang-p253361971.html?spid=253361972,,5.0,thietbigiadinh,23.0,8950000.0
661,Van nước thải máy lọc nước Ro,23000,https://tiki.vn/van-nuoc-thai-may-loc-nuoc-ro-p13561178.html?spid=118397743,,5.0,thietbigiadinh,24.0,115000.0
662,Đèn led gắn máy may 30 bóng juki bóng chìm,50000,https://tiki.vn/den-led-gan-may-may-30-bong-juki-bong-chim-p253279834.html?spid=253279838,,1.0,thietbigiadinh,26.0,50000.0
663,MÁY KHÂU CẦM TAY HANDYSTITCH️ USA - Home and Garden,372000,https://tiki.vn/may-khau-cam-tay-handystitch-usa-home-and-garden-p195342247.html?spid=195342252,,2.0,thietbigiadinh,27.0,744000.0
664,Máy Làm Mát Không Khí đèn UV diệt khuẩn khử mùi Mishio MK310 - Hàng Chính Hãng,999000,https://tiki.vn/may-lam-mat-khong-khi-den-uv-diet-khuan-khu-mui-mishio-mk310-hang-chinh-hang-p162712330.html?spid=162712331,,7.0,thietbigiadinh,28.0,6993000.0
665,Máy Sấy Tóc Ionity Panasonic EH-NE66-K645- Hàng chính hãng,794000,https://tiki.vn/may-say-toc-ionity-panasonic-eh-ne66-k645-hang-chinh-hang-p270663529.html?spid=270975142,,5.0,thietbigiadinh,29.0,3970000.0
666,Ống dây RO máy lọc nước phi 6 trắng XM,32000,https://tiki.vn/ong-day-ro-may-loc-nuoc-phi-6-trang-xm-p43228209.html?spid=75792687,,29.0,thietbigiadinh,31.0,928000.0
667,MÁY LÀM XOĂN TÓC - UỐN XOĂN XOAY TỰ ĐỘNG,115900,https://tiki.vn/may-lam-xoan-toc-uon-xoan-xoay-tu-dong-p36799697.html?spid=172678504,,13.0,thietbigiadinh,32.0,1506700.0
668,Quạt sàn Tiross TS957 - Hàng chính hãng,1390000,https://tiki.vn/quat-san-tiross-ts957-hang-chinh-hang-p13524712.html?spid=15083512,,84.0,thietbigiadinh,33.0,116760000.0
669,Robot Hút Bụi Lau Nhà Thông Minh Dreame F9 Pro - Bản Quốc Tế - Hàng chính hãng,5790000,https://tiki.vn/robot-hut-bui-lau-nha-thong-minh-dreame-f9-pro-ban-quoc-te-hang-chinh-hang-p263417216.html?spid=263417217,,1.0,thietbigiadinh,34.0,5790000.0
670,Máy hút bụi gia đình đa năng công suất lớn với phạm vi làm việc rộng giúp bạn tiết kiệm thời gian lau dọn ngôi nhà của bạn.,690000,https://tiki.vn/may-hut-bui-gia-dinh-da-nang-cong-suat-lon-voi-pham-vi-lam-viec-rong-giup-ban-tiet-kiem-thoi-gian-lau-don-ngoi-nha-cua-ban-p102580941.html?spid=102580943,,8.0,thietbigiadinh,36.0,5520000.0
671,"Máy Phun Sương Besti BTY01 Cao Cấp - Tạo Ẩm Không Khí Và Giữ Ẩm Da 420ml - Thiết Kế Nhỏ Gọn, Không Gây Tiếng Ồn - Máy Tạo Ẩm Không Gian Thư Giãn Tích Hợp Đèn Ngủ RGB Nhiều Màu Để Bàn Tiện Lợi, Có Chế Độ Tự Ngắt Khi Hết Nước - Hàng Chính Hãng",139000,https://tiki.vn/may-phun-suong-besti-bty01-cao-cap-tao-am-khong-khi-va-giu-am-da-420ml-thiet-ke-nho-gon-khong-gay-tieng-on-may-tao-am-khong-gian-thu-gian-tich-hop-den-ngu-rgb-nhieu-mau-de-ban-tien-loi-co-che-do-tu-ngat-khi-het-nuoc-hang-chinh-hang-p177714084.html?spid=177714086,,55.0,thietbigiadinh,37.0,7645000.0
672,"Bộ 2 nối thẳng 02 đầu ren ngoài 21 -21 nối ly lọc, cốc lọc",36000,https://tiki.vn/bo-2-noi-thang-02-dau-ren-ngoai-21-21-noi-ly-loc-coc-loc-p70384421.html?spid=70384422,,73.0,thietbigiadinh,38.0,2628000.0
673,Máy bắn tẩy vết bẩn trên vải loại tốt SF800,550000,https://tiki.vn/may-ban-tay-vet-ban-tren-vai-loai-tot-sf800-p253277721.html?spid=253277731,,6.0,thietbigiadinh,39.0,3300000.0
674,"Quạt trần mini, quạt treo mùng 3 cánh lớn",104000,https://tiki.vn/product-p90714271.html?spid=90714276,-46%,59.0,thietbigiadinh,0.0,6136000.0
675,Quạt mini cầm tay tiện lợi - Hàn Quốc- Hàng chính hãng MITA - ĐEN,189000,https://tiki.vn/quat-mini-cam-tay-tien-loi-han-quoc-mita-den-p273244887.html?spid=273244888,-16%,3.0,thietbigiadinh,1.0,567000.0
676,QUẠT SẠC TÍCH ĐIỆN SUNHOUSE SHD7116 - HÀNG CHÍNH HÃNG,1050000,https://tiki.vn/quat-sac-tich-dien-sunhouse-shd7116-hang-chinh-hang-p181426580.html?spid=181426581,,3.0,thietbigiadinh,2.0,3150000.0
677,Bàn ủi hơi nước Panasonic NI-S430GRA - Công suất khỏe - Hơi phun mạnh mẽ - Chống đóng cặn - Hàng chính hãng,699000,https://tiki.vn/ban-ui-hoi-nuoc-panasonic-ni-s430gra-cong-suat-khoe-hoi-phun-manh-me-chong-dong-can-hang-chinh-hang-p202529731.html?spid=202529732,-50%,6.0,thietbigiadinh,3.0,4194000.0
678,"Quạt Cầm Tay Mini, Quạt Sạc Tích Điện Thỏ Lái Xe Xinh Xắn, Dễ Thương Tránh Nóng Mùa Hè (Kèm Dây Sạc USB)",209000,https://tiki.vn/quat-cam-tay-mini-quat-sac-tich-dien-tho-lai-xe-xinh-xan-de-thuong-tranh-nong-mua-he-kem-day-sac-usb-p249924235.html?spid=249924241,-33%,31.0,thietbigiadinh,5.0,6479000.0
679,"Tông Đơ Cắt Tóc Cho Bé, Trẻ Em Codol 531 TẶNG Bộ Kéo Cắt Tóc + Áo Choàng Cắt Tóc + Lược Cắt Tóc (Dày-Thưa) - Tăng Đơ Hớt Tóc Gia Đình Cho Người Lớn Và Bé Sơ Sinh Máy Chạy Êm Lưỡi Có Thể Thay",285000,https://tiki.vn/tong-do-cat-toc-cho-be-tre-em-codol-531-tang-bo-keo-cat-toc-ao-choang-cat-toc-luoc-cat-toc-day-thua-tang-do-hot-toc-gia-dinh-cho-nguoi-lon-va-be-so-sinh-may-chay-em-luoi-co-the-thay-p48269559.html?spid=55550972,-17%,526.0,thietbigiadinh,6.0,149910000.0
680,Máy hút bụi cầm tay Samsung VS15A6031R1/SV - Hàng chính hãng,5285000,https://tiki.vn/may-hut-bui-cam-tay-samsung-vs15a6031r1-sv-hang-chinh-hang-p130438186.html?spid=176128999,,14.0,thietbigiadinh,7.0,73990000.0
681,Máy Lọc Không Khí Philips AC1715/20 Hàng Chính Hãng Phòng 78 Mét Vuông,6999000,https://tiki.vn/may-loc-khong-khi-philips-ac1715-20-hang-chinh-hang-phong-78-met-vuong-p262503932.html?spid=262503936,-46%,1.0,thietbigiadinh,8.0,6999000.0
682,Máy sấy tóc Philips BHC010/10 - Dễ dàng chăm sóc tóc - An toàn,326000,https://tiki.vn/may-say-toc-philips-bhc010-10-de-dang-cham-soc-toc-an-toan-p187938785.html?spid=187938824,-34%,253.0,thietbigiadinh,10.0,82478000.0
683,cánh quạt 7 cánh dành cho senko xanh,45000,https://tiki.vn/canh-quat-7-canh-senko-xanh-p127642321.html?spid=130997753,-34%,12.0,thietbigiadinh,11.0,540000.0
684,"Lõi Lọc PGP Pureit Delica UR5840 Âm Tủ Bếp (DIY), Hàng Chính Hãng",800000,https://tiki.vn/loi-loc-pgp-pureit-delica-ur5840-am-tu-bep-diy-p193923900.html?spid=193923901,-7%,8.0,thietbigiadinh,13.0,6400000.0
685,"Quạt bàn Thái Lan đa năng,Quạt cá nhân, Quạt trẻ em, người già, Quạt Văn phòng Hatari HT-PS20M1 Hàng Chính hãng",449000,https://tiki.vn/quat-ban-thai-lan-da-nang-quat-ca-nhan-quat-tre-em-nguoi-gia-quat-van-phong-hatari-ht-ps20m1-hang-chinh-hang-p97752400.html?spid=97752402,-29%,48.0,thietbigiadinh,14.0,21552000.0
686,Bộ kít đầu bơm máy lọc nước - Màng bơm 24v - Kb001,57000,https://tiki.vn/bo-kit-dau-bom-may-loc-nuoc-mang-bom-24v-kb001-p127596331.html?spid=148871985,,31.0,thietbigiadinh,15.0,1767000.0
687,Lõi lọc nước Cacbon sau (Post Carbon Filter) Yakyo - Hàng chính hãng,230000,https://tiki.vn/loi-loc-nuoc-cacbon-sau-post-carbon-filter-yakyo-hang-chinh-hang-p203095280.html?spid=203095281,,3.0,thietbigiadinh,16.0,690000.0
688,Gel duỗi tóc Utena Proqualite Nội Địa Nhật Bản,199000,https://tiki.vn/gel-duoi-toc-utena-proqualite-noi-dia-nhat-ban-p199236192.html?spid=199516034,,26.0,thietbigiadinh,18.0,5174000.0
689,Quạt hút 220V Sakaguchi / Orix Taiwan 12x3.8x12 ( Đen ),102000,https://tiki.vn/quat-hut-220v-sakaguchi-orix-taiwan-12x3-8x12-den-p199897186.html?spid=199897188,,7.0,thietbigiadinh,19.0,714000.0
