title,price,link_item,discount,sales,item_list,category,revenue,index
"Cốt nghệ hạ thổ dưỡng trắng body, sạch thâm rạn, thơm tho body sau sinh Wonmom 200ml",212500,https://tka.tiki.vn/pixel/pixel?data=akPsmsSDwwJ1GwS9rq5Mq1nwje2MUkYlNWjTdzFFo2bjjNr_4m7Me_emSral0-lsipGTktnNbSEpPFhdTACvsrI7SFBsQS4BVMSlTsnkfdf2N30epAoKTpBlH9BBKPlMUPv-7bqSboASjcgpKt7vDPWbrkfy803t_Ch-Cmx6WnIFBF9ZzBcJhc7UBAcJA7bKXh_Rsu29UnhAtg_fZ1eWNuxt-_dj1gTvJeNNgsuGahG-btMfvkuxU3n39zYN8NyYnP7IlCEIyRJzY6n5fTd4LJg__dmUyqvmA38sEVy8jNVBB0d5Sv3Z8BfP7r44g3o3QGJ7IBDuZqijMcVxCCkFQe4OoIRku3YPVLtgUr0xxD8vjCqBEbZGc2T17YvrMaG6hVuvt6QthgYHBsNQiP_Gp7k4eGoxYJpfAdU3z1NRO1-s7IOeBjFchXsgSfUFo6SJnuqjN1kr7Z-RqFFx-QR26JL_eabu0zjjhYpcS-7M-2ysfAOFwB8rkVju7fSt2M4lug6hLcJWDef2Sk3DT7rR9Dj_bPglneDIyh1WQZIBfw17pXlknFginDiEWjQVzhUqCF4-8WM7JiWypH2mWGRsEyVOjqdPMg9J3UB5FKlysBv45aARdGYJh2tZU4i9uVlbb0_X__JXyQNeI9LvcSqb7Wkoachq1BcTq_qVr3Mym-nt5XUhWT16faqqt1daRO4r-K1yfVS75i_T-61pNIYcAPZTxbLatvaLobpP73dUvWAeRbQMFWAlhB7JeyLu_hurz0Yy8fQSnXRdY5ggNt3PczhT6gON7VwE92dy6gyEmfbV76iM863nS8qDYPilwUV31crO44Ej0PKf4hIm3ueObccjH25Zzdjp3TLzVSPJSmrDLuK6BBWkB7VEWAHRv9RIKORBD-FlztIWxVF2nKzOQ-v944INHec45Pu5jurgVmi2X5j94L55Sy9M--OpyDdy0G157ke3eQJ5JD1Gex7mqXQkQ9Q7kGbR9fg3Vuw7FyMC-0wPQ8QuhnHewm9Y4GacArQEl9uLKJlm7hZQzKha1kVGSOlFOAgKbMKoknZHZEQRH0fEgGKCqk4Qzy-06OJy1ou2bZqRyle6Bo4aHgAUvkVTy7gDQsPNqXYJOIFhNscBLZcqret_B-LE23Wcs-nL7w&reqid=bWAgnJncT7j3wi9h&type=CLICK&pos=55,-18%,253.0,chamsocme,mevabe,53762500.0,
Gối ôm chữ U đă năng cho bà bầu (giao màu ngẫu nhiên),185999,https://tiki.vn/goi-om-chu-u-da-nang-cho-ba-bau-giao-mau-ngau-nhien-p49980735.html?spid=99327769,-15%,7.0,chamsocme,mevabe,1301993.0,
"Phễu Hút Sữa Silicone Mama's Choice Pumpfit, Hứng Sữa Mẹ Êm Ái, Kiểm Định Quốc Tế, Tương Thích Máy Mede la Spectra Avent Fazt",410000,https://tiki.vn/pheu-hut-sua-silicone-mama-s-choice-pumpfit-hung-sua-me-em-ai-kiem-dinh-quoc-te-tuong-thich-may-medela-spectra-avent-unimom-p209132279.html?spid=247286924,-10%,2.0,chamsocme,mevabe,820000.0,
"Gối bà bầu cánh tiên cao cấp, giảm đau lưng, tặng kèm gối phụ, hỗ trợ mẹ ngủ ngon giấc",179000,https://tiki.vn/goi-ba-bau-canh-tien-cao-cap-giam-dau-lung-tang-kem-goi-phu-ho-tro-me-ngu-ngon-giac-p198572843.html?spid=272293551,-5%,25.0,chamsocme,mevabe,4475000.0,
"Áo lót bầu, áo ngực cho con bú sau sinh chống chảy xệ có cúc bấm chất cotton",59900,https://tiki.vn/ao-lot-bau-ao-nguc-cho-con-bu-sau-sinh-chong-chay-xe-co-cuc-bam-chat-cotton-p225908433.html?spid=225908463,-10%,20.0,chamsocme,mevabe,1198000.0,
"Dầu gội cốt bồ kết đánh bay gàu, mọc tóc, dưỡng tóc đen mượt Wonmom 250ml",166000,https://tka.tiki.vn/pixel/pixel?data=HLigWswxy9S-VmZn1mcqk0Mf27xjije2wsEj_8faCQukvQ2j1bG_35y9HwtjXhLDIPWyG-qAZoZxW2Gc7Vas3SjF9Sk52W5Ur7-lkqJCKGKz5wV95X5WOALOHdhVIDEC1iVj1t4_mkZ9PJ1QYiEiRwOVVgAbY5XrUlKk7WbXqoWjYLV5wkuOlegqXjvAl3R3eLyld-LVtmG_9woUqQUQ5dDLGmgIQzpQNGzzsH_tnfjh51E_L-LE9f9SlZPhCoIuNzf3xeJ3LSWimjPZZxF29qAtQ7ca15hcgnX2GuiYU-w7ZCaewG683UAIHkjTs8fPonprUwaMwz8NBcs3UQVKUlcyCbo1oO9U0jEF7o7SZ6a4xp9hmpAhHasx1wpNN9Wd9SRnyJSlhtk8wQuVFZbyDKCWa5BTZPyygtVl8lAsrJYNO6vHnkbckJ9k5VCrBCftdtPD-XvD202K_jcYF2cTdSHwxEvyTrVIRnY4h5ts51J35QzYrxBUKqxw7b0FmOL79LjP5er_ZwxEV70m5R-7SbC74m3d3nQaI7uSc-1KKYWjd0py6eFQYaRaxA6U5H8Xvz7kbUcUdZNZUlz6lIeFQV0JMnqnZXK8XuN5_SXiuuZNKKZqqhiT-VJ8RjhtJLsLe8Okm9L8pEESbY5TqBDOhCi3XnozUh2hNk_kK8RAvh9hzV9L5RggU-FUZUEWxUnTo0yrpG_05KBJMMZkQPAFWHmvg-X1hjIyqnZKjq3W3ScS0ZGHAq83EZ-o8-0z6ehfMBMPoXjQ2I9-5DItmqzi-x4HNmuVqqJw8qPaLc6vN1aqIgjxNZ6fypN5uRtUXEp5fXcIcTJklTZxppIiM3eEI0Y-od7IAQ9Ll36ZTzSx_6sIbvZSPc_WNZMk8eM25YaE4yuao-jnhjTZ2Vmcasgdo5Ls8OlSnXTO-FiXgFi6EAWT44fJN4JYe7dCFBRO--amOHiHV57zJMNy_racVxC9M6mNTGvtmNL-uJJHwmompb-Mt33ktSxQBez23b-I712w9LIspAxdoGzIjWDAvamYhisCzbEq5hYGT-5b1Yqf70JYW_IJIbVLxB_Nm87-Qg0w3a6rA_SFAD0TxBFpakiaDt6xycRXqccpGcUWVIaJZnaMsseOv0nH1OV9BzcWiuM&reqid=bWAgnJncT7j3wi9h&type=CLICK&pos=61,-2%,433.0,chamsocme,mevabe,71878000.0,
"Mặt nạ nghệ phục hồi da, se khít chân lông, đánh bay mụn thâm Wonmom 50g",280500,https://tka.tiki.vn/pixel/pixel?data=kOi6JJAcv5DSnvwRYRRCSjC52flsek5aB1qtGnhQgOlz8bR-pbaFXlEi9NDeL7BBZhOKo1tsBuQYNrySAqkpN7HHD7AOW_M23ApYzI9m30Vf8GQDU3PDg1LYvhYyCwlsSB6_TJ19ah7wN6e92vKqa0_mDKl9agUyqKJOrcjxc4R0q1k_3keRKXrVYEukpt6y1czPIHcIP7XQLe7Bhy6E2ZiRV5oTdULa59jdqafG4KXZ8fdkelmpeZOTpurTA5qdU5ZLLp8u1ITg7AJX0Q1HHNoxRZu0y-rzDhjhF1A10tsPGxeJ3bItYH6SHckx7XUC1ph5klZZvjGjfLpZbxYMWBFEuxDxYyJUOZvvG76uzHrUbCKU0warf_xYSrwUYtMPfESocH1GpWfdqLJJherbcF_Fc_fudlkF_q07A1ckEwtySu5Zt-ROC4_Eojrl1hgs3IaL2EChDiS9RP_TUY69C88D5HQUXI7OTxp5mhrbtXcY5kwQomNZP_LGggD7LNvF6XNXAwBQcaRXcuMmGX95XqUxPU1xRZC4-WbhvBSsk2kxKdSvKuh7un-zyy4WzVXkD3ZQFkpPWdeD77smQtOn_d4KboIy_gaWQOFqVkVzZ3CnS0yq8ePL_6Pc73nuXDArP5Ci4mWn0CIzixzZha3GYpNHQszYS_uQbRjAcU2u-fCbywMmssY_qkh6Da1SmSNwTypG2f26Zmlt6NQtUoT8EDgq-sa9TfWKSHlL2LsXAHD7ohtepkjEBonEK3DvMUdvmqWPNKoro0P7i7uM1jF8CMdBOiZF0uNRNfYP_wOfo8rG3pPuZ0vdIinyJFIjpmEllPBeFV34dlz3VGAKBsNIJsgXRaw3SMoHCAWH86aeLlb-HTapEdeKsFV-8J2392wlOBUci6ouqjUKxyyCtsYZvu2t9M6vKQCWm9q3S0rWyFpziZ_rcufz4PQOnUztBYUC6W5eTBnOAkAaQ4o8XopTC3eC8MA2ifGQ4y0UP-cvTPypQwfZ3rn20ylyZli7NNrtlIGtAa4DA8TmqS82VD8IgJNjKIcLZxIGG2r-GuMvnLrZqjZZ7LLSpqnKMpQhjwsONx9BMdLYTF2cyxMTEE_SMX7rgOnv2nrOKpvRKDtgmcqZyVVY4mWHug&reqid=bWAgnJncT7j3wi9h&type=CLICK&pos=62,-14%,127.0,chamsocme,mevabe,35623500.0,
Liệu trình giảm eo sau sinh Wonmom ( 1 Hộp muối quấn bụng + 1 Dầu gừng + 1 Đai quấn muối + 1 Gen nịt bụng ),501500,https://tka.tiki.vn/pixel/pixel?data=hD4yqjtIUcObbpUIVoH65SGxGF3H0vqQGPnyMwemPOGjg90kTqzxVapW6Lkl5GLkU9tRNUBjZ1zJJA6cIO3UV3zSW8nfkeNJc1_pKcafJ3106WH78JSeazPMWCmQYThVDn3X5958-rsgjZofa5kadqpvUl1LpEvz116T5VIKbv3UCg8PbjBZAqr9zztYUAMWUhibbce2Ww6kA5Ijas3GAEJez0ADHCoH-_V_VqT6N-r8yG89uPikABHIj59oK3JSLUgUrIda6qYnekpIQhZ5YN23ttP_ozluex8CA7BVxpeg33pQsBZv8By4JlFPrhJgFCOB6HyNcNrAPUH3hm_dI-q8EZhKmQ4HdtL-h1l8e3bUibpLjH_Nh5F5qINfawFTk-vKLH_mHM-Ta98rfnCuaHi86HJFqAdxOiL7jbrg-dA5k8zS11X_lNxte5bR-JDSvCUuT7lqQwPkDnOrbHWE0Ydj_NvuNX1LUMlrMwe6KMvVwANfw81sQzkqZKIvdp8GKSFNZ8CdtQnZ8D0R-i3K68IoxH1n0rHud8yfItUVN6cEd7tG2xBgxFgrjDeXnCT4e_SSLModicqUux7OJkGkwBPpTKJai-yPjVtZ9rDq5878urikPaJzOglxaanD1ghm8EDgwux1hCgnFpXAr3q7VWe_xgnwlem-8PQF0ohjzFHLlcudstb91RWzz-3a-JkZ6z8cuT7dh_R34tqFFucDqV11klTkk9lluPJHwdyQy2dbnf5GImP3EaSatz5cYggHXoSmlrVlJrfi5TwtiwvRJeQVAqMjLCF5bVv5EfenN_6x1JPcVqG9onDPVZdXPSgSzl7wn4ViBg9y8mUc83NHij5llWCAzFjHGJS9d9x-4xGF0oDLA4e8fOsY5C8ov4yyxbhED9ge_Sg7R5RRoKRiJ_fcib3Zh0VxOVnVykfG0np_N8YV5fphcTGVR9JvQsGCFU6pqPA5G7KxXt0Xbl7y8HbvvBIrPUyphi5694MOzLsbKY6adcVNikvdMJtFLg6GM97yLYZcIhVB3cQwaKLMwEA-EiMCYyWTRnGAQFPE7PTKV7RKDGD76JVL8huah3AchaCUB7R5LdX3hGOPrAdwpgnGPMQou41LI8PkZvdZhKyu1SvvAKC5RW0zhvsMRoxRUkaH1J7I2Y0CfzzsGYny8B3VCB_nmtsT5PuBd2_V&reqid=bWAgnJncT7j3wi9h&type=CLICK&pos=63,-2%,125.0,chamsocme,mevabe,62687500.0,
"Bộ chăm sóc mẹ là siêu nhân, khử mùi, phục hồi năng lượng cho mẹ sau sinh Wonmom (1 lá xông + 1 hộp thảo mộc vệ sinh vùng kín cho mẹ)",197200,https://tka.tiki.vn/pixel/pixel?data=9QZsenYfzCAE5KTNjWHf5JYgXLJhl2KpHWkR10f_UR7S7SapMg3wKc77zDt4nTZIG0CVai0ktFvg4veUacYpzdMRcWzUQemuyDm_ZAPJ0bIgMWTkicrWsF-t-73YVguHQe3tRnqiwbQnYHZvbhD1KOv-hNx95lX_FYl8qPCx7OqUwu1lSNQYT8NNzwYMCqH8jV9ysFrCpAwrNMR_ESb6bqflsTPYyYyt5cPVC99X2gztvOhFHJLx4RscRb6W5uAEPWWfi35QLFp1CNyvteU9prM52Tk2hehbcWA3JZ4GKHXVFuGTXT6kp2D8EjAhaCvNjO4ZE6zA7XlJBZlc5h2f-FiS0Q2VUgYQkClUQJWcMnLwzWZ0pCwZBRGBXQOyvQj5BLMrvq6KHKgUQnCxxGBtIcUdGCD98T1bBNHGZ-MeVvM2TkmXKcYnJsv3dm8M4RzszJhY6Bz1goVAO3FNf2KbRsQvKhjJw7y7EU55uSEmYso7XDD9bXxBscUywblmB8uzgcyY5sVcjV8wfhcW9FoM_G-RlQrafrpP47ykFW148DUE8KbnpcGrT0nfge2gUNkO7QBm4ePhVs57fScbTf6RCzGQAf0Qn4R9XKvKpfYNHYh5kc83j-GCNZsLv3UJaxpXLi8j0b9B9ZmyuvDdjB9T61zmZIRoYTGX5SCQQIMfAqclvfyu8BMKksQNjycoksiYhO1FRqMG6ZN1cHUswn5oAUiIjaB52PFq_3c2L3vOiSMCt_8GPH-dG2mmQoD8mZ9XBUPx72QnBGJaJtsuizOgWzvqQsPae3kI5XVgVTA_XyRdEAnzl7wbK3EvsEeZF5eqhgU-BxPpbzttC3AmJVHYnOf8Um0HEKIxJNlveejfbNOqNxZFZ7Fl0n2hS7mEPO0gIMO3uphkOZDUIaETlgiV8H305i4rSn3EoOplDpkGfcU20iK5K6XoewBKfffjZDH5jO32ihqJu22HOI0C6CBQK3VFsbmsJeFadpPJG-mRxvY8xSmzq-WXT8v9P7t6W9EkUeyAflHouN0b5vlcyeCfyTSe8kWw8e2tdSKjmau_41UjPFLJYT-BsyQnukQaga-gChraYnw8if0A6CxDLlos3CbFQTxX_eJ1TSi0fLSswqnHKjul4MCcUGRhAZevYIESj4jnkIB3qXFnAJqHOo3K4Doah5RekrfCCbo2102RTMVK1U6jSGIimxtxSpzk6v2-_fMwUPCQcUQL5vyr29efDfFOusg&reqid=bWAgnJncT7j3wi9h&type=CLICK&pos=64,-50%,31.0,chamsocme,mevabe,6113200.0,
"Muối quấn bụng thảo dược, săn chắc vòng eo sau sinh Wonmom 1Kg",144000,https://tka.tiki.vn/pixel/pixel?data=RdrueeNfxrfRUI-bYW0q4O-WRoNr6pXmqnEuhev-kMtjgma2JRoY8BYV71e-5pqRnS1ddwT-_xQfqx94ARoIJ1d7qn0S84oQbwAyt7-t0JcMXQMm8GVW-hH1XQsTrA181ju8vhYa3WfSfFlhyyY9mOwc7usl4XD0K0akmut1SHaCNG--6VtMbxr2wJVv485KCrrLCeUXIeFcaZjm9wKD4B-lYCzWdvrfdW_JljG8zohpR-tawQZsVcrrpfURgH3lrsD8sX02e-xEUn_R9jPSMl4NhxjwXhD-P47pZRd-NmErGcX1gIKyeQjdDNf6dKTGAnLuJMDUTNZEKVovIQHDkPT90HGC188yWynx22WoaGtGliKgWPcgDKzazuJDtebW3_H7Q6E-dKhkLMxjAhxyx5FGjV-MbhF68xLbVWDySFV-edTGESkNDcttLbPtOgakF1A6J67Q5bhWQ-GLhWZlAmTdkAG7YODetE6bz77qWI0-xjI6vLfMGl5XbCoL5I15EwJAAXNrz4Iu-H7qupIIC5TtIeCvTnhawlIPoo5Sq11TBy_XPDLDdH5AIYjWg9BbklkASMLf9BZBzQBa5J9epkPHJnOJsCextt2I1-4T_C010JsIAs1LbMuof_4kebjJeDrSCj-ry3rSWZrT4z2kjjy4czePCXRTvyi-6FtWb96vbHpCmWO0SdG1Lyj8rb9eHs8NjHFrjPK_Xy3EvIR4jlG6VHGsSTEGQVkot4xfrb-s-hTNkyLAq612_zzwh09qsbcwqAh07pqA-BD9uBdORl0Tgj0QUzf2oixlzGIVfjKN9jwtqTVfY1ppLDD9HBqRGAoeMmBb9d2FCap5aRkKYPN3acHigReL0qJ7WEbGOw045CTtQOFaDDmE91bwfM4o_L3MWBiYT4u4SBCWuua_D9pnBjam6AtfGMCJMQwaU_WTem_hO3GKjTfRRzUFFGIfi8HnaF-PWo6FREaoXmJiKzprV6eQedrIJCwY6AVXraNEVSbivYFzzfPhx9w7rmD2nf5tWM2cGe4xOjF_OGvMvSmTJNosjz37zg0iO2dKvvdRgrLrTatMWhkiKaut8II1d9V66UzSKXki7NlER60jMlpEZVTsPA3CllNvIBaYgfJDVNIPpK4&reqid=bWAgnJncT7j3wi9h&type=CLICK&pos=65,-2%,241.0,chamsocme,mevabe,34704000.0,
Combo dưỡng trắng body và săn chắc eo sau sinh Wonmom ( 1 Cốt nghệ + 1 Cốt gừng hạ thổ ),315000,https://tiki.vn/combo-duong-trang-body-va-san-chac-eo-sau-sinh-wonmom-1-cot-nghe-1-cot-gung-ha-tho-p221251646.html?spid=257835376,-13%,4.0,chamsocme,mevabe,1260000.0,
Lều Xông Hơi Tự Bung 3 Lớp Và Nồi Xông Hơi Cao Cấp Dùng Tại Nhà Spa,607000,https://tiki.vn/leu-xong-hoi-tu-bung-3-lop-va-noi-xong-hoi-cao-cap-dung-tai-nha-spa-p144278087.html?spid=144278089,-21%,83.0,chamsocme,mevabe,50381000.0,
"Miếng Lót Thấm Sữa Mama's Choice, Tấm Lót Thấm Hút Sữa Mẹ, Mỏng Nhẹ và Bám Dính Tốt (Hộp 60 Miếng)",45000,https://tiki.vn/mieng-lot-tham-sua-mama-s-choice-tam-lot-tham-hut-sua-me-mong-nhe-va-bam-dinh-tot-hop-60-mieng-p272348040.html?spid=272348044,-17%,5.0,chamsocme,mevabe,225000.0,
Van Thay Thế Cho Máy Hút Sữa Gomini Pigeon,150000,https://tiki.vn/van-thay-the-cho-may-hut-sua-gomini-pigeon-p262082584.html?spid=262082587,-11%,10.0,chamsocme,mevabe,1500000.0,
Áo Lót Cho Mẹ Bầu Và Cho Bé Bú Cúc Bấm Tiện Lợi,52000,https://tiki.vn/ao-lot-cho-me-bau-va-cho-be-bu-cuc-bam-tien-loi-p84079360.html?spid=84079370,-6%,35.0,chamsocme,mevabe,1820000.0,
Gối Ôm Bà Bầu - Gối Bầu Chữ U - Vỏ Nhung - Cotton Cao Cấp - Mẹ Ngon Giấc - Con Khoẻ Mạnh,222000,https://tiki.vn/goi-om-ba-bau-chu-u-vo-nhung-cotton-cao-cap-me-ngon-giac-con-khoe-manh-p114279536.html?spid=257829903,,1.0,chamsocme,mevabe,222000.0,
Cốt Nghệ Hạ Thổ Dưỡng Trắng Da Body Sau Sinh Wonmom 200ml,175000,https://tiki.vn/cot-nghe-ha-tho-duong-trang-da-body-sau-sinh-wonmom-200ml-p221251649.html?spid=257842604,,2.0,chamsocme,mevabe,350000.0,
Áo hút sữa rảnh tay 100% Cotton có dây cho mẹ (Freesize),70000,https://tiki.vn/ao-hut-sua-ranh-tay-100-cotton-co-day-cho-me-freesize-p35833496.html?spid=35833498,,80.0,chamsocme,mevabe,5600000.0,
Máy hút sữa điện không dây rảnh tay Fatzbaby thông minh tiện lợi,988000,https://tiki.vn/may-hut-sua-dien-khong-day-ranh-tay-fatzbaby-1-may-hut-duoc-1-ben-tang-tui-dung-do-nhua-trong-cao-cap-p141789044.html?spid=141789063,,79.0,chamsocme,mevabe,78052000.0,
Lều Xông Hơi Tự Bung Lều Xông Hơi Sau Sinh Trị Cúm Tại Nhà Kèm Nồi Hơi Cao Cấp Dung Tích 2L,528000,https://tiki.vn/leu-xong-hoi-tu-bung-leu-xong-hoi-sau-sinh-tri-cum-tai-nha-kem-noi-hoi-cao-cap-dung-tich-2l-p131246833.html?spid=131246835,,605.0,chamsocme,mevabe,319440000.0,
"Phụ kiện cho máy hút sữa fatzbaby (Resonance 1, 3, 3 plus, 4, 5)",12000,https://tiki.vn/phu-kien-cho-may-hut-sua-fatzbaby-p202603300.html?spid=202603310,,168.0,chamsocme,mevabe,2016000.0,
Máy hút sữa điện rảnh tay không dây êm ái nhẹ gọn đẹp - FREEMAX 8 (1 chiếc) + tặng 10 túi sunmum mini,1190000,https://tiki.vn/may-hut-sua-dien-ranh-tay-va-khong-day-freemax-8-p251725071.html?spid=251725072,,36.0,chamsocme,mevabe,42840000.0,
Túi Đựng Sữa Mẹ (Trữ Sữa Mẹ) Unimom Compact Không Có BPA UM870268 210ml (60 Túi/Hộp),122000,https://tiki.vn/tui-dung-sua-me-tru-sua-me-unimom-compact-khong-co-bpa-um870268-210ml-60-tui-hop-p11253530.html?spid=106779191,,170.0,chamsocme,mevabe,20740000.0,
Hộp 2 phễu hứng sữa chống tràn Silicon an toàn,90000,https://tiki.vn/hop-2-pheu-hung-sua-chong-tran-silicon-an-toan-p92945559.html?spid=92945560,,106.0,chamsocme,mevabe,9540000.0,
Chậu xông vùng kín sau sinh loại gấp gọn (chọn mầu),79000,https://tiki.vn/chau-xong-vung-kin-sau-sinh-loai-gap-gon-kem-voi-xit-chon-mau-p71192411.html?spid=71192415,,488.0,chamsocme,mevabe,38552000.0,
"Chậu Xông Vùng Kín Sau Sinh, Chậu xông hơi vùng kín Gấp Gọn, gắn bồn cầu, bô xông vùng kín Tiện Lợi kèm Vòi xịt phụ khoa",159000,https://tiki.vn/chau-xong-vung-kin-sau-sinh-chau-xong-hoi-vung-kin-gap-gon-gan-bon-cau-bo-xong-vung-kin-tien-loi-kem-voi-xit-phu-khoa-p126243917.html?spid=263981013,,20.0,chamsocme,mevabe,3180000.0,
Combo lều và nồi xông hơi 3L hàng cao cấp loại 1,628000,https://tiki.vn/combo-leu-xong-va-noi-xong-3l-hang-cao-cap-loai-1-p146372984.html?spid=146372985,,64.0,chamsocme,mevabe,40192000.0,
"Áo ngực cho con bú chống chảy xệ. Áo lót cho con bú siêu mềm, thoáng khí, mát mẻ. Áo lót không gọng cho bé bú sau sinh. Áo ngực cho bà bầu cao cấp Vemoda",99000,https://tiki.vn/ao-nguc-cho-con-bu-chong-chay-xe-ao-lot-cho-con-bu-sieu-mem-thoang-khi-mat-me-ao-lot-khong-gong-cho-be-bu-sau-sinh-ao-nguc-cho-ba-bau-cao-cap-vemoda-p72040205.html?spid=73228508,,1000.0,chamsocme,mevabe,99000000.0,
Áo Lót Bầu - Áo Ngực Cho Con Bú - Sau Sinh - Chống Chảy Xệ - Không Gọng,58500,https://tiki.vn/ao-lot-bau-ao-nguc-cho-con-bu-sau-sinh-chong-chay-xe-khong-gong-p198478261.html?spid=198478271,,23.0,chamsocme,mevabe,1345500.0,
"Máy hút sữa Medela Swing Maxi Plus 2.0 | Máy hút điện đôi - Có pin sạc tích điện, phễu Flex vành silicone, công nghệ 2 Phase Expression, Không cần cắm điện khi sử dụng, tiện lợi khi di chuyển",6490000,https://tiki.vn/may-hut-sua-dien-doi-medela-swing-maxi-2-0-co-pin-sac-pheu-personalfit-flex-cong-nghe-2-phase-expression-p221225816.html?spid=221225818,,6.0,chamsocme,mevabe,38940000.0,
Máy hút sữa điện rảnh tay và không dây Fatz Baby- Freemax 2- FB1202CW (1 chiếc),1099000,https://tiki.vn/may-hut-sua-dien-ranh-tay-va-khong-day-fatz-baby-freemax-2-fb1202cw-1-chiec-p187393405.html?spid=187393406,,24.0,chamsocme,mevabe,26376000.0,
"(ĐỦ SIZE) Set 6 Quần Lót Giấy Cotton UNMEI Dành Cho Nữ Dùng 1 Lần, Cho Mẹ Bầu, Sinh Viên Học Quân Sự, Đi Du Lịch, Chất Hàng Mịn, Thông Thoáng (HÀNG LOẠI 1)",60000,https://tiki.vn/du-size-set-6-quan-lot-giay-cotton-unmei-danh-cho-nu-dung-1-lan-cho-me-bau-sinh-vien-hoc-quan-su-di-du-lich-chat-hang-min-thong-thoang-hang-loai-1-p262747262.html?spid=262747311,,36.0,chamsocme,mevabe,2160000.0,
Hộp 30 túi trữ sữa sunmum mini 100ml Thái Lan (có tem niêm phong) tặng 2 zipper 15x20cm,60000,https://tiki.vn/hop-30-tui-tru-sua-sunmum-mini-100ml-thai-lan-co-tem-niem-phong-tang-2-zipper-15x20cm-p88820588.html?spid=88820590,,236.0,chamsocme,mevabe,14160000.0,
Máy hút sữa điện đôi Medela Pump In Style,5790000,https://tiki.vn/may-hut-sua-dien-doi-medela-pump-in-style-p271982533.html?spid=271982535,,50.0,chamsocme,mevabe,289500000.0,
MÁY HÚT SỮA CẦM TAY FATZBABY HANDY 2 (CÓ 1 VAN THAY THẾ) + KÈM HỘP 30 TÚI ĐỰNG SỮA SUNMUM 100ML HỒNG,315000,https://tiki.vn/may-hut-sua-cam-tay-fatzbaby-handy-2-co-1-van-thay-the-kem-hop-30-tui-dung-sua-sunmum-100ml-hong-p104025482.html?spid=104025526,,78.0,chamsocme,mevabe,24570000.0,
"Gối Ôm Bà Bầu Chữ U vải nhung mềm mại hỗ trợ giảm đau lưng, gối bà bầu đa năng cực tiện hàng cao cấp - Màu xám ghi",275000,https://tiki.vn/goi-om-ba-bau-chu-u-vai-nhung-mem-mai-ho-tro-giam-dau-lung-goi-ba-bau-da-nang-cuc-tien-hang-cao-cap-mau-hong-xam-p129976841.html?spid=153752386,,196.0,chamsocme,mevabe,53900000.0,
"Áo lót cho con bú, áo ngực bầu và sau sinh mở cúc trước tiện lợi. chất liệu cotton co giãn không gọng đệm vừa chống chảy xệ cho chị em sau sinh",50000,https://tiki.vn/ao-lot-cho-con-bu-az6689-p114612302.html?spid=114612306,,185.0,chamsocme,mevabe,9250000.0,
"Túi Đá Khô Trữ Sữa Mama’s Choice, Giữ Lạnh Sữa Mẹ Lên Đến 14 Tiếng, Túi Giữ Nhiệt Bình Sữa, Đựng Và Giữ Ấm Đồ Ăn Cho Bé",375000,https://tiki.vn/tui-da-kho-tru-sua-mama-s-choice-giu-lanh-sua-me-len-den-14-tieng-tui-giu-nhiet-binh-sua-dung-va-giu-am-do-an-cho-be-p198739898.html?spid=91280425,,72.0,chamsocme,mevabe,27000000.0,
"Túi Đá Khô Trữ Sữa Mama’s Choice, Bảo Quản Lạnh Sữa Mẹ Đến 14 Giờ, Giữ Nhiệt Bình Sữa, Đựng và Giữ Ấm Đồ Ăn Cho Mẹ & Bé",225000,https://tiki.vn/tui-giu-nhiet-mama-s-choice-bao-quan-giu-lanh-sua-me-dung-va-giu-nong-do-an-chat-lieu-cao-cap-voi-4-lop-ben-dep-p76281147.html?spid=76281149,,56.0,chamsocme,mevabe,12600000.0,
"Phụ kiện máy hút sữa Medela, 1 phễu Flex size 21/24/27/30mm - Có vành silicon mềm, thiết kế hình oval đem lại sự thoải mái",250000,https://tiki.vn/medela-phu-kien-may-hut-sua-1-pheu-flex-size-21-24-27-30mm-p176937809.html?spid=176937827,,90.0,chamsocme,mevabe,22500000.0,
Combo 2 Hộp Miếng Dán Tan Mỡ Đùi Mymi Wonder,137000,https://tiki.vn/combo-2-hop-mieng-dan-tan-mo-dui-mymi-wonder-p72520270.html?spid=72520271,-18%,22.0,chamsocme,mevabe,3014000.0,
Bộ thảo mộc xông hơi cơ bản Wonmom ( 1 Hộp xông cửa mình + 2 Hộp xông tắm sau sinh loại 6 túi/hộp ),459200,https://tiki.vn/bo-thao-moc-xong-hoi-co-ban-wonmom-1-hop-xong-vung-kin-2-hop-xong-tam-sau-sinh-loai-6-tui-hop-p221251845.html?spid=221251846,-8%,4.0,chamsocme,mevabe,1836800.0,
Gối bầu cánh tiên gối ôm bà bầu hỗ trợ giảm đau lưng cho mẹ bầu,116000,https://tiki.vn/goi-bau-canh-tien-goi-om-ba-bau-ho-tro-giam-dau-lung-cho-me-bau-p116300357.html?spid=205240203,-5%,8.0,chamsocme,mevabe,928000.0,
Combo máy hút sữa Spectra 9S Và Spectra Handsfree Cup,2480000,https://tiki.vn/combo-may-hut-sua-spectra-9s-va-spectra-handsfree-cup-p24471915.html?spid=24471917,-20%,7.0,chamsocme,mevabe,17360000.0,
