title,price,link_item,discount,sales,item_list,category,revenue
Áo vest nữ blazer hàn quốc [HÀNG CAO CẤP] form chuẩn công sở dễ phối đồ,299000,https://tka.tiki.vn/pixel/pixel?data=HwQiHXzX9oBU2mDRCLjTwTAkJHmMZScHE5hDfx-V_KNT86VUGQvtTMmk-M50ykbyu4q8TJV3wiVn_C4qxCgUe8wmkKQdeRg8Y0Y6A0Ee22qaTS5Y8O3bajWfGkYm-qbN3osnG4pmmFqfXBFS_p-380yDr7iBxWw8BMX9iocoFa0JpLBBpyoxppGBaR4mblh94GZMM1hPdVTcLqf_GPioFgr0IU2NwLbBXfy_KPHbO2lsylTTd96kjwX2fSRo6CKVysSlqiyWqxeP6KhJCB-c385ZjupgAdsUfwgcSkYGYmgQDImEAmQs-ElgneIMLSiyMRYSfF1EY3gOCmn3gujKzRhMDvVPrFbv_aNT17UCa9QZbRYlGFLgxM4pBFihMwt8-LvJmMnFSeaTEy1c7yw6JOzs4_j2okQUULbz0dqJMihWGV79buugwXTDJ8dNU8Wv4_KFi5pImxvatZOS6m69W8QVSKUcNzFRLnedCuMZGxkN2O9T972amZcpZYLLEz_4U9PDcjweaiYGFeqNBA8RDgXjDrDrQfdNqii4NydeaWZ9yasN7TSd_OuUFMjK5sMNR12WF5yenZaA4_kOqhL-8nSnTKHpIKg1nozvuX06v7MV_fmPO4DHCw6_BImHPv5HjT9_RdjluZvsCgAnZWeOx1hclvVWtPdmr16UWEGP5jEoHD9kfxdOzYS_BtLE1myB9JKk7Iy806SakJjvx1-vonxoh5IuEgU_hRZOXxwmEHFhnr4JdLNlRcxrXhyqShHElK5dgBgrY35iJTp0D0np6OlOteabUY347jCzabIvl3Z9yvb2nMdrcENEam4YyNOYBkU2PxUp4MF_SAzaBLV81yvObL8qvd8FvoPGrajIj9foGMZLTX4YqbSKWwsM92pmFNx4pz7gHvEHv4aVlluBhUA6XPzlErRnJ3NQCWVO169SM_RRfCfGstfi-WUVuNA-n-P_5fk2U9p68EZvyv0h_zZ2V1fRKzEtSnJ8__WA8PJCGzvSO6HrhuzflBA_52jx0sVezyzHA1kYdqodYhpflxGXRLMIPJyRCKavFdsPVfRN_RuhMrjThuKPPeVnUWI5ok8IlQ&reqid=1VyBZyxztF59l6mg&type=CLICK&pos=1,-44%,97.0,aokhoacnu,thoitrangnu,29003000.0
"Áo khoác gió cách nhiệt GOKING, form unisex cho nữ nam. Ngoài vải dù, trong lót vải cào cách nhiệt, chống nắng gió lạnh, giữ ấm cơ thể",235000,https://tka.tiki.vn/pixel/pixel?data=m0VcnyBMynIaoq3pFnSDtaqZyfBspCkhBJ-4S4KN71GndZM3iZbCEDYUqvb52UHkpPCP2aHv2NnhGLet6xAD_Qb9ed0t41QLeDy90GUjmvyM3u4HmX3x3Myt4VNcw11mqUVaQh3-uELMgdV9pZxKVfbrh_XdIJfm5R43R0KyPqwNYWBWz_X4x_B7okzowTmV2EWzyxtYxb9nBBPjhXB9cJvGBii2DbVl9lVRi00iT25-XJCHS3K3DbiidqAMbAdzAOweS5_T9s04Yyrfhe4w6uPUuiJoYyz1xfPh3kAeFbrqGF5-Rszi0nWnM-oTqfiY3KzHwrKbPSWoLy9MVB55MuILHTQqKmeEm3R4X1nTqZsbk5rAjN-DUHsmPIud9j8GYT1YeP6IOoGp4GrgXU3vMEebvwCTsphFqG9xcTHDSxQ1gpYecTP-HPNJn-xFWldeqTNhNYNeTHSBmenENniESD7mh_Lin5WK5j5G3SDvhLUigKptIbAv6dgPeEiv_MrRDg8MHbu6wCID2goRBMmC9nWKXs9nKSEbRt_uJdLONulD78kFIT5VSOkjA_1v0UVuMD3Kcl53veDRIWFuHb64Mx7kmKzf0cyA1ibbDCtfTBUW7q91AplmiVotN3mwssryYjiGqJOz7CGyrRH8OzfEHXoYc8crDsNtdxuV3AwwSS8viuHDzKav_Af7zKG11Ai1d8XECXB46Lbba8RFEQ5KJ_r8HzDYPpU0F1YLT2stk0FmmGHrFJ1rA37_BvPh6Q51PgMVuppRFem9QaJfZC7iEQ2NHY4sVootrqmse6jDaqhlFr0xE84NrDIM3Hs2GnCLP1lw5mQ7u_ohOPVcx-5WmxLzUSUCGP_85yhLZ9FUH0ULIVm0ldiW27DMlYkQS5dHaFiBfhLb65SyEaxKinOTzk1gjErmXiE5nvUlmWemPu03Nf8sx0Xg7d8v6z6WHeaWkEVZq_vQC0KCJO-VqJ6pad-6GbVKpV8itaRhKaPOwf0X81rizCnHg4AWqXYNBHw6lw-M2u0_l8wS282Xp_M5DfNEhSTkDPZEeAlFfSb6ifreUwv4a82ISyW-RZ9u5SB1olEjqoh90TAWH9QM5TN6pbBpKmJvuA&reqid=1VyBZyxztF59l6mg&type=CLICK&pos=2,-44%,89.0,aokhoacnu,thoitrangnu,20915000.0
"Áo khoác gió GOKING 2 lớp, form unisex cho nam nữ. Ngoài vải dù, trong lót vải cào cách nhiệt. Hàng Việt Nam chất lượng cao",235000,https://tka.tiki.vn/pixel/pixel?data=NwRuAUBJA6y4N2IV468wmmTgWQf8KhlxqXGlhVoi2J5bWAcIlLCNPV3HQPRUDFx3US5uphC23K-tw35g-F6c1bSFbF-P6fL9VvpPbleJZE4C1V1kJEouDCUsRxgSGsWaNaT5AhTg8hTSdYNiZ1uBEokzEOBk9xZhclQ2Nz4w4eJAX37OThGmSRNZ_CL7OrFQ_ANuaqQUTWgLdtqbh6VmTG9mw6WKLnwtCVYAo0ENezi9PyyR3JJB1UMWXj8B3tco1KvYpXrxJxsXce7Z97iV0G_U4K8A82gSKKTNyXSVBvmQ3mT-5eAFriSdAa2dMg2iqRV1Y3Hc-z22E_JybpNlc9odwhspqC_JewveAkuccs_xvKqKAd0kfOh6fSOemiqvIlSwicxBIp1fwBi6xUO8Uum-sS7qoPMCeYyUHUqXX9sWkgFCi0R8ffDCaHilVtDOoHcb4HWdOi38u1IMcV-mZ7XxoK4Zo6XuTLB9ElKvBYTxxlMNoULs6MODLY3GcRmRbQL3gcqcJC-fRSiKV9Dv5YZ6wuk5AjNGdc0QCxLX2FKUhxJOyuGEdwsvGcUhdfJ4HP2RJIPCBl45Oeso6vL1WKSNqijF_NXzWce53IrhAhJWdZUaUu1dOwdKOVM05tIq5aA0l2eH1xGvCUlEtOGUxbm_YtSR8khPTv44HhjpAGjIf4BEDJRlbA6q8aTJHzQVEyBC9-B5ZTSq7cMSLYkaq2GrTOYesFb95klc8f13wHliCa-eoOQzUeH0yPefuVMau1AWKO_laTyisLgJ2Rxt4CrG76i9a-m63wQskEbpqGhx_HdCUrC8E3zfe-clzfhLl5HS3AM-79rjH_6zp4-Vh_pcoaWjKoudgIJlC6_irfpHZpkBgiXM4WhmCdQIbyUd_4bIGsAiYJn86OiCB3dXAESbRiQGRRs1x7hxgam-kYj9sDzV8y7WKlK17atQtqMywRK1wue3foNM3o_SO-fPJ1fPxaWDj3qEOEG5XOxpu37BcwEeTwET6GUa6o1nVYCGpQLSUX-n3NEmivLhYGoNrLgi524LFU1A-lISoiSaQi5XRbO6GttslGPed8mebNqtbjPvVp71tTpOBA&reqid=1VyBZyxztF59l6mg&type=CLICK&pos=3,-44%,80.0,aokhoacnu,thoitrangnu,18800000.0
"Áo khoác gió cách nhiệt GOKING phối viền, mũ dấu gọn gàng, 3 túi to rộng. Form unisex cho nữ nam",255000,https://tka.tiki.vn/pixel/pixel?data=nf9JSzvTzug7kXzb_HoODXVcekWQUy25Guwai_zXxmuSqTWSWotCCHcYhrHVxqnLKw9lnv7FZUMwmKefXCzvcXhmgN8DQjGps490AFXlx7lmWFNcbv1CfS7FC1PHyY1JQDJI65zbzt430FJ8RlNJJtBzEEvsXh6E-0xWKx5ofLw4ZMxq4Tn4BqCcb-K3m7Lok_vni6x37YdQBm_RnPdSEHnqNyEy1KofTjqt8sYblW5-VoPrmEYqhNp4yM5BPSKoeCWXXuxUxH2T2fRjy27Dkgzr4n3UWNFIvQNd0xyuINkOqotZH88FtO_4t-Xk2tTTFP54kal_gL-NJtH7RJ1UsSxl4QvcSpgHGM-YKBhSBUuDep5eTwBhFDD2DKMRko6wyqPqrLjCKmO4pbV5MzYVNhPua1qk8vgxG26LY0GPb0_6BVBap0Saa8wgQ-YKDNQWkXJSDR6Ex9z7Vb-UOwq3Ix6jNGffAJxA5FUz1gYdE_mlU_TQSpmABOyivOMK_fH57YK09QiiRp7ts_Jq08muIrVKtAmvC5DsNjOHCvWG0D71v2-EZo0UPl6KyXEe7tozPXnZdbb_m-xZdiJ7LY2_R5vs4W5nztPHCIg3Ka7Re8vXPSb3M5fB__CnN6dfP_c4paFQ-rSS3Yf00Gz0mRrtoq5OIiKlhy8Jw-3l8DQ3rQ4JaOwdgT0v6t2WN5ez84FdrCyyyt7HWPRAXjAUr2QzyGkprFAhN0FTJ2Rw7oGYk5IL_9tDe0E_cf_P6RnN037Z1MFg3Iizdu4JbGoYOEE4-Mdn-kCZZmF2oLDManJlEyU61WhgNanwnbKDFEkMSFFbPIQBF4npqgiM0OPPvBTSe9CJYoZ4rxPYzUPaeImLT-exSma28dSPnwjZPlejciGhB2Qx8AqBp0cO0PnW16HnhjLIo0wzM72CnbfcL4enrfznek1ArhqnBaLD4Nkk9P-Dh6fOEAXxQzvJJEsDVR-V_nmewiUcix0TfYrbJpvpfrXW4BM3iCX00xatHhl1pMUo0U0XXiGDMrN6kpHtF_bmsF4wt1NQK0GCzXifSzf0N2uelc1dyMRnE11Iisc8yYjtk_lbkPOvJ_NgDnDbhfUVWytlMw&reqid=1VyBZyxztF59l6mg&type=CLICK&pos=4,-12%,102.0,aokhoacnu,thoitrangnu,26010000.0
Áo Khoác Nữ Măng Tô Dạ,550000,https://tka.tiki.vn/pixel/pixel?data=rovoCPF_ZzccBlOi_vEd3zsDQVAwYDGWcUd49-zpxbBu179yhfO5NupwfpeGPyCpKz_B0akRpnb-_-oDy0-EH1UzVFgLNhittp_h-1r5eyedcQm2hhPMzpV5AbxAIYsEldKD0MBheFxaXqjz1ad6A_ThkR40461squ89-Zs1eiVvDUdcjnxmmksYksFcJYdqTxjCfYP554oG3QcYbIZw1URTqY36zkqhSK-JJf_O7gmAHRSU2Lh86aGn-CGIrFDI6vfrCcch-PW3ywjduKUFnOwXGLnkFbpCxhSMM6joy9jKGl_CZDIA2nHgUvxJg5UkHRs3KlOPuryjWvyEVxyFFV5DNMAT45ZK2ZB32xLfEgbE3JibHT1XYQhA5ZjewoQnJrIdfOVJK2nf_7LCXdjkDtTqhpf5Vm5MSueOG_q7327rwnMS32aIQtT5g56NZNBFFMFcpRiabiuO6r9vFDnPbVX-9ijxhPtQhK_TkVgbAzdWiWGeS4DvBTk-UQs3wY06vrP03VXhaAN86gurHpVPOeTQvRjlz4ye9NKOibM-f0uBHeVhEnymf7qD_F6XjDuTMaNF6-3D-R2FI_PwEFVUcOmF2qwbtb-YAakrlFo_J8lJxmr5uWcQjG1j423wPJE1GZJNwTg87ASoGzxFsM4U5rPy5fc7z0GAN7lr6QeYmmx1kQeOyagovYZCBTaRF2cEDh8bidlV8tQhpPq1ljfxbaBPRU4hoSc4Mf-7_-3mj3zML4OpN1HU5gjH76s58XCQtb_1R27ys4vg-LKydF8aF7SZqzfq-wrtwhi33-6sjR8ChGnTv8-Dzc4OKXET8QO8dvarn6R-vhmUT7drcjVmibwClRqRVlfduQAFWuUHhe_Ip0toXYcvy0N14KyjQnUoBfUpZwqWwfBzN4Dk9C7-qz1uP-A2UryLpys3gY6Wr4XsqVgKf_xrZMDi5rwsLS8M_xod8Z0YFqpN5ixyQvKcOQeanKs90ieviUo-HQsQI6HVNKUyrDt78B8wxbw&reqid=1VyBZyxztF59l6mg&type=CLICK&pos=5,,88.0,aokhoacnu,thoitrangnu,48400000.0
Áo Khoác Nữ Cao Cấp Chống Năng Form Lững 2 Sọc,150000,https://tiki.vn/ao-khoac-nu-cao-cap-chong-nang-form-lung-2-soc-p87670862.html?spid=87671086,,8.0,aokhoacnu,thoitrangnu,1200000.0
Áo Len Tăm Cổ 3 Phân Hàng Loại 1 Cao Cấp 344,55500,https://tiki.vn/ao-len-tam-co-3-phan-hang-loai-1-cao-cap-344-p197913047.html?spid=197916024,,26.0,aokhoacnu,thoitrangnu,1443000.0
"Áo khoác len cadigan mỏng cúc đóng dáng dài, áo len mỏng dệt kim dài tay cài khuy nhẹ nhàng cổ chữ V freesize",189000,https://tiki.vn/ao-khoac-len-cadigan-mong-cuc-dong-dang-dai-ao-len-mong-det-kim-dai-tay-cai-khuy-nhe-nhang-co-chu-v-freesize-p201672923.html?spid=201672930,,24.0,aokhoacnu,thoitrangnu,4536000.0
"áo sweater, áo hoodie, áo sweater nam, áo sweater nữ, áo sweater nam nữ đều mặc được, áo chui đầu, áo sweater in quả địa cầu",89000,https://tiki.vn/ao-sweater-ao-hoodie-ao-sweater-nam-ao-sweater-nu-ao-sweater-nam-nu-deu-mac-duoc-ao-chui-dau-ao-sweater-in-qua-dia-cau-p76257707.html?spid=76257709,,63.0,aokhoacnu,thoitrangnu,5607000.0
( HÀNG SẴN) Áo Khoác Phao Nữ Dáng Ngắn Trung Niên Cho Mẹ AK134 - Hàng Quảng Châu Cao Cấp,325000,https://tiki.vn/hang-san-ao-khoac-phao-nu-dang-ngan-trung-nien-cho-me-ak134-hang-quang-chau-cao-cap-p86880952.html?spid=86881015,,15.0,aokhoacnu,thoitrangnu,4875000.0
